household_key,financial_health_score,predicted_risk_level,top_shap_driver,recommendation_category,personalized_recommendation
132031_10_1,87.5,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 88/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132031_4_1,89.8,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 90/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132032_5_1,66.6,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 67/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132032_9_1,97.2,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 97/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132033_2_1,70.4,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 70/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132033_7_1,32.7,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 33/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132034_5_1,65.9,High Risk,savings_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 66/100), driven mainly by low or negative monthly savings. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132034_9_1,81.7,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 82/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132035_10_1,92.1,Low Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 92/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132035_1_1,79.7,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 80/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132035_5_1,96.3,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 96/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132036_10_1,3.5,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 4/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132036_3_1,100.0,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 100/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132037_4_1,0.0,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 0/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132037_8_1,39.8,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 40/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132038_2_1,60.3,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 60/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132038_7_1,74.2,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 74/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132039_3_1,93.7,Low Risk,employment_capacity,Debt Reduction Plan,"This household is assessed as **Low Risk** (Financial Health Score: 94/100), driven mainly by few working members supporting the household. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132039_7_1,81.1,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 81/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132040_10_1,85.8,Medium Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 86/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132040_1_1,84.4,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 84/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132040_6_1,81.0,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 81/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132041_4_1,68.6,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 69/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132041_8_1,84.9,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 85/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132042_2_1,3.2,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 3/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132042_9_1,87.4,Low Risk,cc_tenure_years,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 87/100), driven mainly by cc tenure years. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132043_3_1,43.6,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 44/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132043_7_1,81.9,Medium Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 82/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132044_2_1,78.8,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 79/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132044_5_1,79.1,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 79/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132044_9_1,71.8,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 72/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132045_3_1,82.5,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 82/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132045_8_1,85.9,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 86/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132046_3_1,77.5,Medium Risk,expense_to_income_ratio,Increase Income / Employment Support,"This household is assessed as **Medium Risk** (Financial Health Score: 78/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Increase Income / Employment Support** — explore additional income sources or employment/livelihood-support programs, especially for non-working household members. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132046_8_1,31.1,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 31/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132047_10_1,85.6,Medium Risk,debt_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 86/100), driven mainly by a high debt load relative to income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132047_5_1,80.4,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 80/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132048_4_1,75.7,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 76/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132048_8_1,35.3,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 35/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132049_2_1,80.7,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 81/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132049_6_1,89.2,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 89/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132050_10_1,41.6,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 42/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132050_2_1,90.9,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 91/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132050_6_1,79.2,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 79/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132051_1_1,93.5,Low Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 94/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132051_5_1,84.8,Medium Risk,expense_to_income_ratio,Increase Income / Employment Support,"This household is assessed as **Medium Risk** (Financial Health Score: 85/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Increase Income / Employment Support** — explore additional income sources or employment/livelihood-support programs, especially for non-working household members. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132051_9_1,86.1,Low Risk,employment_capacity,Debt Reduction Plan,"This household is assessed as **Low Risk** (Financial Health Score: 86/100), driven mainly by few working members supporting the household. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132052_3_1,82.5,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 82/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132052_7_1,96.5,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 96/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132053_2_1,69.7,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 70/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132053_7_1,77.7,Medium Risk,nonfood_expenditure,Build Emergency Savings,"This household is assessed as **Medium Risk** (Financial Health Score: 78/100), driven mainly by nonfood expenditure. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132054_1_1,81.2,Medium Risk,credit_clv,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 81/100), driven mainly by credit clv. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132054_5_1,86.9,Low Risk,credit_defaulted,Debt Reduction Plan,"This household is assessed as **Low Risk** (Financial Health Score: 87/100), driven mainly by a prior credit default on record. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132055_10_1,62.4,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 62/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132055_1_1,86.3,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 86/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132055_5_1,92.2,Low Risk,financial_surplus,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 92/100), driven mainly by limited financial surplus after expenses. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132056_4_1,93.0,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 93/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132056_8_1,89.8,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 90/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132057_2_1,5.8,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 6/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132057_6_1,84.2,Medium Risk,expense_to_income_ratio,Increase Income / Employment Support,"This household is assessed as **Medium Risk** (Financial Health Score: 84/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Increase Income / Employment Support** — explore additional income sources or employment/livelihood-support programs, especially for non-working household members. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132058_2_1,0.0,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 0/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132058_7_1,4.9,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 5/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132059_1_1,89.0,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 89/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132059_5_1,56.2,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 56/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132060_1_1,72.8,High Risk,credit_defaulted,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 73/100), driven mainly by a prior credit default on record. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132060_5_1,87.6,Low Risk,credit_fraud_txn,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 88/100), driven mainly by credit fraud txn. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132060_9_1,86.5,Low Risk,financial_surplus,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 86/100), driven mainly by limited financial surplus after expenses. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132061_3_1,89.7,Low Risk,credit_defaulted,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 90/100), driven mainly by a prior credit default on record. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132061_9_1,86.8,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 87/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132062_4_1,87.9,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 88/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132062_9_1,41.9,High Risk,expense_to_income_ratio,Build Emergency Savings,"This household is assessed as **High Risk** (Financial Health Score: 42/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132063_3_1,80.1,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 80/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132063_7_1,87.3,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 87/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132064_2_1,63.2,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 63/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132064_6_1,53.6,High Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **High Risk** (Financial Health Score: 54/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132065_2_1,82.1,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 82/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132065_6_1,81.0,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 81/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132066_2_1,80.2,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 80/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132066_7_1,88.5,Low Risk,financial_surplus,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 88/100), driven mainly by limited financial surplus after expenses. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132067_1_1,91.7,Low Risk,employment_capacity,Maintain & Grow Wealth,"This household is assessed as **Low Risk** (Financial Health Score: 92/100), driven mainly by few working members supporting the household. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132067_5_1,78.9,Medium Risk,expense_to_income_ratio,Maintain & Grow Wealth,"This household is assessed as **Medium Risk** (Financial Health Score: 79/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Maintain & Grow Wealth** — continue current habits, and consider low-risk savings or investment products to grow the existing surplus. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132067_9_1,78.9,Medium Risk,expense_to_income_ratio,Debt Reduction Plan,"This household is assessed as **Medium Risk** (Financial Health Score: 79/100), driven mainly by expenditure consuming a large share of income. Recommended focus: **Debt Reduction Plan** — prioritize paying down existing debt (starting with the highest-interest source) before taking on new credit. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
132068_3_1,72.3,Medium Risk,total_income,Build Emergency Savings,"This household is assessed as **Medium Risk** (Financial Health Score: 72/100), driven mainly by overall income level. Recommended focus: **Build Emergency Savings** — set aside a fixed % of income each month into an emergency fund, even a small amount, before discretionary spending. Nationally, household expenditure is trending downward over the next quarter, which may ease some pressure."
